code,category,desc,date,starttime,endtime,location,username,duration
1295,4,[In-Person] Visualization Systems and Graph Visualization,2022-10-19,13:45,15:15,todo,,1.50
1296,4,[In-Person] Data Analysis Methods for Climate Modeling of Extreme Weather Events,2022-10-19,13:45,15:15,todo,,1.50
1297,4,[In-Person] VizSec,2022-10-19,13:45,15:15,todo,,1.50
1298,5,Standbys,2022-10-19,13:45,15:15,todo,,1.50
1299,5,Standbys,2022-10-19,13:45,15:15,todo,,1.50
1300,3,Registration,2022-10-19,14:00,16:00,todo,,2.00
1301,3,Registration,2022-10-19,14:00,16:00,todo,,2.00
1302,3,Speaker Prep,2022-10-19,15:00,18:00,todo,,3.00
1303,3,[VISAP] Monitor the art exhibition space,2022-10-19,15:00,17:00,todo,,2.00
1304,4,[Moderator] Visual Analytics+ Decision Support+ and Machine Learning,2022-10-19,15:30,17:00,todo,,1.50
1305,4,[Moderator] Uncertainty,2022-10-19,15:30,17:00,todo,,1.50
1306,4,[Moderator] Dealing with Scale+ Space+ and Dimension,2022-10-19,15:30,17:00,todo,,1.50
1307,4,[Moderator] DNA/Genome and Molecular Data/Vis,2022-10-19,15:30,17:00,todo,,1.50
1308,4,[Moderator] CG&A: Visualization in Industry,2022-10-19,15:30,17:00,todo,,1.50
1309,4,[Moderator] Grand Challenges in Visual Analytic Systems,2022-10-19,15:30,17:00,todo,,1.50
1310,4,[In-Person] Visual Analytics+ Decision Support+ and Machine Learning,2022-10-19,15:30,17:00,todo,,1.50
1311,4,[In-Person] Uncertainty,2022-10-19,15:30,17:00,todo,,1.50
1312,4,[In-Person] Dealing with Scale+ Space+ and Dimension,2022-10-19,15:30,17:00,todo,,1.50
1313,4,[In-Person] DNA/Genome and Molecular Data/Vis,2022-10-19,15:30,17:00,todo,,1.50
1314,4,[In-Person] CG&A: Visualization in Industry,2022-10-19,15:30,17:00,todo,,1.50
1315,4,[In-Person] Grand Challenges in Visual Analytic Systems,2022-10-19,15:30,17:00,todo,,1.50
1316,5,Standbys,2022-10-19,15:30,17:00,todo,,1.50
1317,5,Standbys,2022-10-19,15:30,17:00,todo,,1.50
1318,3,VIS Combined Poster Session,2022-10-19,17:15,19:00,todo,,1.75
1319,3,VIS Combined Poster Session,2022-10-19,17:15,19:00,todo,,1.75
1320,3,VIS Banquet/Dinner Reception,2022-10-19,19:00,21:00,todo,,2.00
1321,3,VIS Banquet/Dinner Reception,2022-10-19,19:00,21:00,todo,,2.00
1322,3,VIS Banquet/Dinner Reception,2022-10-19,19:00,21:00,todo,,2.00
1323,3,VIS Banquet/Dinner Reception,2022-10-19,19:00,21:00,todo,,2.00
1324,3,VIS Banquet/Dinner Reception,2022-10-19,19:00,21:00,todo,,2.00
1325,3,VIS Banquet/Dinner Reception,2022-10-19,19:00,21:00,todo,,2.00
1326,3,Registration,2022-10-20,8:00,10:00,todo,,2.00
1327,3,Registration,2022-10-20,8:00,10:00,todo,,2.00
1328,3,Speaker Prep,2022-10-20,9:00,11:00,todo,,2.00
1329,1,[Captains] Thursday morning,2022-10-20,7:45,12:30,todo,,4.75
1330,3,[VISAP] Monitor the art exhibition space,2022-10-20,9:00,11:00,todo,,2.00
1331,4,[Moderator] ML for VIS,2022-10-20,8:45,10:15,todo,,1.50
1332,4,[Moderator] Interactive Dimensionality (High Dimensional Data),2022-10-20,8:45,10:15,todo,,1.50
1333,4,[Moderator] Neuro/Brain/Medical Data,2022-10-20,8:45,10:15,todo,,1.50
1334,4,[Moderator] Personal Visualization+ Theory+ Evaluation+ and eXtended Reality,2022-10-20,8:45,10:15,todo,,1.50
1335,4,[Moderator] VISAP Session 2,2022-10-20,8:45,10:15,todo,,1.50
1336,4,[Moderator] SciVis Contest,2022-10-20,8:45,10:15,todo,,1.50
1337,4,[In-Person] ML for VIS,2022-10-20,8:45,10:15,todo,,1.50
1338,4,[In-Person] Interactive Dimensionality (High Dimensional Data),2022-10-20,8:45,10:15,todo,,1.50
1339,4,[In-Person] Neuro/Brain/Medical Data,2022-10-20,8:45,10:15,todo,,1.50
1340,4,[In-Person] Personal Visualization+ Theory+ Evaluation+ and eXtended Reality,2022-10-20,8:45,10:15,todo,,1.50
1341,4,[In-Person] VISAP Session 2,2022-10-20,8:45,10:15,todo,,1.50
1342,4,[In-Person] SciVis Contest,2022-10-20,8:45,10:15,todo,,1.50
1343,5,Standbys,2022-10-20,8:45,10:15,todo,,1.50
1344,5,Standbys,2022-10-20,8:45,10:15,todo,,1.50
1345,3,Registration,2022-10-20,10:00,12:00,todo,,2.00
1346,3,Speaker Prep,2022-10-20,11:00,13:00,todo,,2.00
1347,3,[VISAP] Monitor the art exhibition space,2022-10-20,11:00,13:00,todo,,2.00
1348,4,[Moderator] Interpreting Machine Learning,2022-10-20,10:30,12:00,todo,,1.50
1349,4,[Moderator] Graphs and Networks,2022-10-20,10:30,12:00,todo,,1.50
1350,4,[Moderator] Sports Vis,2022-10-20,10:30,12:00,todo,,1.50
1351,4,[Moderator] Digital Humanities+ e-Commerce+ and Engineering,2022-10-20,10:30,12:00,todo,,1.50
1352,4,[Moderator] Audio-Visual Analytics: Potential Applications of Combined Sonifications and Visualizations,2022-10-20,10:30,12:00,todo,,1.50
1353,4,[Moderator] Merits and Limits of User Study Preregistration,2022-10-20,10:30,12:00,todo,,1.50
1354,4,[In-Person] Interpreting Machine Learning,2022-10-20,10:30,12:00,todo,,1.50
1355,4,[In-Person] Graphs and Networks,2022-10-20,10:30,12:00,todo,,1.50
1356,4,[In-Person] Sports Vis,2022-10-20,10:30,12:00,todo,,1.50
1357,4,[In-Person] Digital Humanities+ e-Commerce+ and Engineering,2022-10-20,10:30,12:00,todo,,1.50
1358,4,[In-Person] Audio-Visual Analytics: Potential Applications of Combined Sonifications and Visualizations,2022-10-20,10:30,12:00,todo,,1.50
1359,4,[In-Person] Merits and Limits of User Study Preregistration,2022-10-20,10:30,12:00,todo,,1.50
1360,5,Standbys,2022-10-20,10:30,12:00,todo,,1.50
1361,5,Standbys,2022-10-20,10:30,12:00,todo,,1.50
1362,3,Registration,2022-10-20,12:00,14:00,todo,,2.00
1363,3,Speaker Prep,2022-10-20,13:00,15:00,todo,,2.00
1364,3,[Captains] Thursday afternoon,2022-10-20,13:45,17:00,todo,,3.25
1365,3,[VISAP] Monitor the art exhibition space,2022-10-20,13:00,15:00,todo,,2.00
1366,4,[Moderator] Storytelling,2022-10-20,13:45,15:15,todo,,1.50
1367,4,[Moderator] Reflecting on Academia and our Field,2022-10-20,13:45,15:15,todo,,1.50
1368,4,[Moderator] CG&A: Visualization Teaching and Literacy,2022-10-20,13:45,15:15,todo,,1.50
1369,4,[Moderator] Scientific Visualization+ Ensembles+ and Accessibility,2022-10-20,13:45,15:15,todo,,1.50
1370,4,[Moderator] VR Invited Talks,2022-10-20,13:45,15:15,todo,,1.50
1371,4,[In-Person] Storytelling,2022-10-20,13:45,15:15,todo,,1.50
1372,4,[In-Person] Reflecting on Academia and our Field,2022-10-20,13:45,15:15,todo,,1.50
1373,4,[In-Person] CG&A: Visualization Teaching and Literacy,2022-10-20,13:45,15:15,todo,,1.50
1374,4,[In-Person] Scientific Visualization+ Ensembles+ and Accessibility,2022-10-20,13:45,15:15,todo,,1.50
1375,4,[In-Person] VR Invited Talks,2022-10-20,13:45,15:15,todo,,1.50
1376,5,Standbys,2022-10-20,13:45,15:15,todo,,1.50
1377,5,Standbys,2022-10-20,13:45,15:15,todo,,1.50
1378,3,Registration,2022-10-20,14:00,16:00,todo,,2.00
1379,3,Speaker Prep,2022-10-20,15:00,18:00,todo,,3.00
1380,3,[VISAP] Monitor the art exhibition space,2022-10-20,15:00,18:00,todo,,3.00
1381,3,[VISAP] Tear down the art exhibition space,2022-10-20,16:00,18:00,todo,,2.00
1382,4,[Moderator] Text+ Language+ and Image Data,2022-10-20,15:30,17:00,todo,,1.50
1383,4,[Moderator] Topology,2022-10-20,15:30,17:00,todo,,1.50
1384,4,[Moderator] CG&A: Visualization Teaching and Literacy (cont.) and Machine Learning for Visualization,2022-10-20,15:30,17:00,todo,,1.50
1385,4,[Moderator] Provenance and Guidance,2022-10-20,15:30,17:00,todo,,1.50
1386,4,[Moderator] Infrastructure Management,2022-10-20,15:30,17:00,todo,,1.50
1387,4,[In-Person] Text+ Language+ and Image Data,2022-10-20,15:30,17:00,todo,,1.50
1388,4,[In-Person] Topology,2022-10-20,15:30,17:00,todo,,1.50
1389,4,[In-Person] CG&A: Visualization Teaching and Literacy (cont.) and Machine Learning for Visualization,2022-10-20,15:30,17:00,todo,,1.50
1390,4,[In-Person] Provenance and Guidance,2022-10-20,15:30,17:00,todo,,1.50
1391,4,[In-Person] Infrastructure Management,2022-10-20,15:30,17:00,todo,,1.50
1392,5,Standbys,2022-10-20,15:30,17:00,todo,,1.50
1393,5,Standbys,2022-10-20,15:30,17:00,todo,,1.50
1394,3,Registration,2022-10-21,8:00,11:00,todo,,3.00
1395,3,Poster removal,2022-10-21,8:00,10:00,todo,,2.00
1396,3,Poster removal,2022-10-21,8:00,10:00,todo,,2.00
1397,1,[Captains] Friday morning,2022-10-21,7:45,13:00,todo,,5.25
1398,3,[VISAP] Tear down the art exhibition space,2022-10-21,8:00,10:30,todo,,2.50
1399,4,[Moderator] Natural Language Interaction,2022-10-21,8:45,10:15,todo,,1.50
1400,4,[Moderator] Visual Analytics of Health Data,2022-10-21,8:45,10:15,todo,,1.50
1401,4,[Moderator] Spatial Data,2022-10-21,8:45,10:15,todo,,1.50
1402,4,[Moderator] Comparisons,2022-10-21,8:45,10:15,todo,,1.50
1403,4,[Moderator] Application Papers: How should we deal with them?,2022-10-21,8:45,10:15,todo,,1.50
1404,4,[Moderator] Is This (Panel) Good Enough for IEEE VIS?,2022-10-21,8:45,10:15,todo,,1.50
1405,4,[In-Person] Natural Language Interaction,2022-10-21,8:45,10:15,todo,,1.50
1406,4,[In-Person] Visual Analytics of Health Data,2022-10-21,8:45,10:15,todo,,1.50
1407,4,[In-Person] Spatial Data,2022-10-21,8:45,10:15,todo,,1.50
1408,4,[In-Person] Comparisons,2022-10-21,8:45,10:15,todo,,1.50
1409,4,[In-Person] Application Papers: How should we deal with them?,2022-10-21,8:45,10:15,todo,,1.50
1410,4,[In-Person] Is This (Panel) Good Enough for IEEE VIS?,2022-10-21,8:45,10:15,todo,,1.50
1411,5,Standbys,2022-10-21,8:45,10:15,todo,,1.50
1412,5,Standbys,2022-10-21,8:45,10:15,todo,,1.50
1413,4,[Moderator] VIS Capstone / VIS Closing,2022-10-21,10:30,12:00,todo,,1.50
1414,4,[In-Person] VIS Capstone / VIS Closing,2022-10-21,10:30,12:00,todo,,1.50
1415,4,[In-Person] VIS Capstone / VIS Closing,2022-10-21,10:30,12:00,todo,,1.50
1416,5,Standbys,2022-10-21,10:30,12:00,todo,,1.50
1417,5,Standbys,2022-10-21,10:30,12:00,todo,,1.50
1418,3,Pack up the VISKids room,2022-10-21,12:15,13:00,todo,,0.75
